molecule_id	score_a	score_b	paff_a	paff_b	score_delta_b_minus_a	pAffinity_delta_b_minus_a
CHEMBL1088901	0.8459829	0.8471116	9.0	9.0	0.0011286999999999825	0.0
CHEMBL1089203	0.78563476	0.7859454	7.522878745280337	7.853871964321762	0.00031064000000002867	0.3309932190414244
CHEMBL1089524	0.11839329	0.12142345	8.769551078621726	9.30102999566398	0.003030160000000004	0.5314789170422536
CHEMBL1090840	0.7546629	0.7560811	9.0	9.0	0.001418199999999925	0.0
CHEMBL1092250	0.7269964	0.72747034	7.721246399047171	8.397940008672037	0.000473940000000006	0.6766936096248664
CHEMBL1092382	0.008924102	0.009342115	7.795880017344075	8.55284196865778	0.00041801300000000007	0.7569619513137056
CHEMBL1173655	0.97193503	0.9721706	9.299988937677888	9.397940008672036	0.00023556999999996275	0.09795107099414757
CHEMBL1229592	0.636987	0.6381607	7.744727494896693	8.41793663708829	0.0011737000000000553	0.673209142191598
CHEMBL1232944	0.6388935	0.6413156	5.0	5.721246399047171	0.0024220999999999826	0.7212463990471711
CHEMBL180022	0.9415817	0.94082487	7.036212172654444	9.77642098432889	-0.0007568299999999306	2.740208811674446
CHEMBL1873475	0.32002103	0.32213336	7.99148333035061	6.920818753952375	0.0021123299999999956	-1.0706645763982348
CHEMBL188762	0.83975947	0.8398429	10.0	9.397940008672036	8.342999999999545e-05	-0.6020599913279643
CHEMBL2011291	0.0358986	0.03790298	6.94692155651658	7.508638306165727	0.00200438	0.5617167496491469
CHEMBL2031296	0.8713392	0.8721354	7.387216143280264	7.494850021680094	0.0007962000000000247	0.10763387839983007
CHEMBL2179119	0.68393654	0.68793803	6.65401744861632	7.617982957425132	0.004001489999999941	0.9639655088088119
CHEMBL2179124	0.66328347	0.6681807	6.147520006363144	6.199970640755866	0.004897229999999975	0.052450634392721796
CHEMBL2179128	0.6685053	0.6721531	6.667561540084395	6.991399828238082	0.003647799999999979	0.323838288153687
CHEMBL2180203	0.18918505	0.19054705	7.221848749616356	7.221848749616356	0.001362000000000002	0.0
CHEMBL2180204	0.27144235	0.27419177	6.431798275933005	7.522878745280337	0.0027494200000000024	1.0910804693473324
CHEMBL2347958	0.97193503	0.9721706	6.866414135798493	9.397940008672036	0.00023556999999996275	2.5315258728735426
CHEMBL2381504	0.368363	0.37193573	7.376750709602099	7.180456064458132	0.003572730000000024	-0.19629464514396755
CHEMBL2381505	0.1577846	0.1575309	7.136677139879544	7.00436480540245	-0.0002536999999999956	-0.13231233447709378
CHEMBL2381506	0.530358	0.53358966	7.229147988357855	7.080921907623926	0.0032316599999999696	-0.14822608073392907
CHEMBL2381507	0.38129193	0.38548613	7.00436480540245	7.008773924307505	0.004194199999999981	0.0044091189050545765
CHEMBL2381508	0.36731142	0.37174696	6.7594507517174005	6.723538195826756	0.004435540000000016	-0.03591255589064435
CHEMBL2381509	0.26699752	0.27142292	7.2839966563652	7.1938200260161125	0.004425400000000024	-0.09017663034908718
