molecule_id	score_a	score_b	paff_a	paff_b	score_delta_b_minus_a	pAffinity_delta_b_minus_a
CHEMBL1173655	0.9721706	0.97151184	9.397940008672036	8.15051499783199	-0.0006587599999999805	-1.247425010840045
CHEMBL1229592	0.6381607	0.62925774	8.41793663708829	8.739928612014925	-0.008902960000000015	0.32199197492663423
CHEMBL1232944	0.6413156	0.6476791	5.721246399047171	5.657577319177793	0.006363499999999966	-0.06366907986937775
CHEMBL180022	0.94082487	0.9353578	9.77642098432889	8.18837535480105	-0.005467070000000018	-1.5880456295278407
CHEMBL1830034	0.0073748645	0.008478143	5.0	5.0	0.0011032785000000007	0.0
CHEMBL1873475	0.32213336	0.32919908	6.920818753952375	7.397940008672037	0.0070657199999999976	0.4771212547196617
CHEMBL2029425	0.31954235	0.32331192	8.61798295742513	8.2839966563652	0.00376957	-0.3339863010599302
CHEMBL2029426	0.39262065	0.39731136	7.962573502059376	7.548213564475709	0.004690709999999987	-0.41435993758366685
CHEMBL2029427	0.24365607	0.24520944	6.0	6.0	0.0015533699999999984	0.0
CHEMBL2029428	0.5485872	0.5535816	9.275724130399212	8.924453038607469	0.004994399999999954	-0.35127109179174276
CHEMBL2029429	0.5550192	0.5608837	9.200659450546418	8.6903698325741	0.005864499999999939	-0.5102896179723171
CHEMBL2029430	0.3039095	0.30640483	8.57186520597121	8.148741651280925	0.002495330000000018	-0.4231235546902852
CHEMBL2029431	0.41482565	0.4184689	7.863279432843593	7.440093374963888	0.0036432499999999868	-0.42318605787970576
CHEMBL2029432	0.47830254	0.48128992	8.91721462968355	8.378823718224965	0.002987379999999984	-0.5383909114585848
CHEMBL2029433	0.43519998	0.4380095	6.0	6.0	0.00280952000000001	0.0
CHEMBL2029434	0.30799794	0.31040168	9.346787486224656	8.354577730650908	0.0024037399999999876	-0.9922097555737484
CHEMBL2029435	0.6045212	0.608537	9.18045606445813	8.220403508742175	0.004015800000000014	-0.960052555715956
CHEMBL2029436	0.5013567	0.5087527	9.337242168318426	9.008773924307503	0.007395999999999958	-0.32846824401092256
CHEMBL2029437	0.5286087	0.5385416	8.935542010773082	8.61261017366127	0.009932899999999911	-0.3229318371118115
CHEMBL2029438	0.5205341	0.5295036	9.42021640338319	9.093209505715905	0.008969499999999964	-0.3270068976672853
CHEMBL2029439	0.6058358	0.61911726	8.777283528852417	8.33348201944512	0.013281459999999967	-0.44380150940729735
CHEMBL2029440	0.63502735	0.64016557	8.779891911959945	8.447331783887806	0.005138219999999971	-0.33256012807213864
CHEMBL2029441	0.6511322	0.6601622	8.616184634019568	8.199970640755867	0.009029999999999982	-0.41621399326370145
CHEMBL2029442	0.12967597	0.12917092	6.320572103387881	6.0	-0.0005050500000000069	-0.3205721033878808
CHEMBL2029443	0.0	0.0	6.0	6.0	0.0	0.0
CHEMBL2032376	0.4514765	0.4552255	8.96657624451305	8.503070351926786	0.0037490000000000023	-0.46350589258626407
CHEMBL2032377	0.16393791	0.16464193	8.30539480106643	7.939302159646388	0.0007040199999999996	-0.3660926414200425
CHEMBL2032378	0.24489196	0.24741773	7.9821322810364945	7.438540828758084	0.0025257700000000105	-0.5435914522784104
CHEMBL2032379	0.34546617	0.34786618	7.985899678480379	7.5398541825082495	0.002400010000000008	-0.44604549597212984
CHEMBL2032380	0.35399196	0.35725898	8.675717544702307	8.286509456906057	0.0032670200000000094	-0.38920808779625027
CHEMBL2087361	0.8594141	0.85527813	8.694648630553376	6.0	-0.004135969999999989	-2.6946486305533757
CHEMBL2138625	0.9603442	0.96466917	9.292429823902063	8.638272163982407	0.0043249699999999835	-0.6541576599196564
CHEMBL2178368	0.33358428	0.34311515	7.008773924307505	6.938368262048587	0.009530869999999969	-0.07040566225891798
CHEMBL2179119	0.68793803	0.70601344	7.617982957425132	6.03810452633215	0.018075410000000014	-1.5798784310929816
CHEMBL2179128	0.6721531	0.68817484	6.991399828238082	5.838631997765025	0.016021740000000007	-1.1527678304730573
CHEMBL2180203	0.19054705	0.19767626	7.221848749616356	6.568636235841013	0.007129209999999997	-0.6532125137753431
CHEMBL2180204	0.27419177	0.28662694	7.522878745280337	6.657577319177793	0.012435169999999995	-0.865301426102544
CHEMBL2347958	0.9721706	0.97151184	9.397940008672036	7.0	-0.0006587599999999805	-2.3979400086720357
CHEMBL2381504	0.37193573	0.36840692	7.180456064458132	7.886056647693163	-0.0035288099999999933	0.7056005832350314
CHEMBL2381505	0.1575309	0.15878779	7.00436480540245	7.698970004336019	0.0012568900000000105	0.6946051989335684
CHEMBL2381506	0.53358966	0.54439837	7.080921907623926	7.769551078621726	0.010808710000000055	0.6886291709977996
